"sid","X2015.10.08.00.10.00","X2015.10.08.00.20.00","X2015.10.08.00.30.00","X2015.10.08.00.40.00","X2015.10.08.00.50.00","X2015.10.08.01.00.00","X2015.10.08.01.10.00","X2015.10.08.01.20.00","X2015.10.08.01.30.00","X2015.10.08.01.40.00","X2015.10.08.01.50.00","X2015.10.08.02.00.00","X2015.10.08.02.10.00","X2015.10.08.02.20.00","X2015.10.08.02.30.00","X2015.10.08.02.40.00","X2015.10.08.02.50.00","X2015.10.08.03.00.00","X2015.10.08.03.10.00","X2015.10.08.03.20.00","X2015.10.08.03.30.00","X2015.10.08.03.40.00","X2015.10.08.03.50.00","X2015.10.08.04.00.00","X2015.10.08.04.10.00","X2015.10.08.04.20.00","X2015.10.08.04.30.00","X2015.10.08.04.40.00","X2015.10.08.04.50.00","X2015.10.08.05.00.00","X2015.10.08.05.10.00","X2015.10.08.05.20.00","X2015.10.08.05.30.00","X2015.10.08.05.40.00","X2015.10.08.05.50.00","X2015.10.08.06.00.00","X2015.10.08.06.10.00","X2015.10.08.06.20.00","X2015.10.08.06.30.00","X2015.10.08.06.40.00","X2015.10.08.06.50.00","X2015.10.08.07.00.00","X2015.10.08.07.10.00","X2015.10.08.07.20.00","X2015.10.08.07.30.00","X2015.10.08.07.40.00","X2015.10.08.07.50.00","X2015.10.08.08.00.00","X2015.10.08.08.10.00","X2015.10.08.08.20.00","X2015.10.08.08.30.00","X2015.10.08.08.40.00","X2015.10.08.08.50.00","X2015.10.08.09.00.00","X2015.10.08.09.10.00","X2015.10.08.09.20.00","X2015.10.08.09.30.00","X2015.10.08.09.40.00","X2015.10.08.09.50.00","X2015.10.08.10.00.00","X2015.10.08.10.10.00","X2015.10.08.10.20.00","X2015.10.08.10.30.00","X2015.10.08.10.40.00","X2015.10.08.10.50.00","X2015.10.08.11.00.00","X2015.10.08.11.10.00","X2015.10.08.11.20.00","X2015.10.08.11.30.00","X2015.10.08.11.40.00","X2015.10.08.11.50.00","X2015.10.08.12.00.00","X2015.10.08.12.10.00","X2015.10.08.12.20.00","X2015.10.08.12.30.00","X2015.10.08.12.40.00","X2015.10.08.12.50.00","X2015.10.08.13.00.00","X2015.10.08.13.10.00","X2015.10.08.13.20.00","X2015.10.08.13.30.00","X2015.10.08.13.40.00","X2015.10.08.13.50.00","X2015.10.08.14.00.00","X2015.10.08.14.10.00","X2015.10.08.14.20.00","X2015.10.08.14.30.00","X2015.10.08.14.40.00","X2015.10.08.14.50.00","X2015.10.08.15.00.00","X2015.10.08.15.10.00","X2015.10.08.15.20.00","X2015.10.08.15.30.00","X2015.10.08.15.40.00","X2015.10.08.15.50.00","X2015.10.08.16.00.00","X2015.10.08.16.10.00","X2015.10.08.16.20.00","X2015.10.08.16.30.00","X2015.10.08.16.40.00","X2015.10.08.16.50.00","X2015.10.08.17.00.00","X2015.10.08.17.10.00","X2015.10.08.17.20.00","X2015.10.08.17.30.00","X2015.10.08.17.40.00","X2015.10.08.17.50.00","X2015.10.08.18.00.00","X2015.10.08.18.10.00","X2015.10.08.18.20.00","X2015.10.08.18.30.00","X2015.10.08.18.40.00","X2015.10.08.18.50.00","X2015.10.08.19.00.00","X2015.10.08.19.10.00","X2015.10.08.19.20.00","X2015.10.08.19.30.00","X2015.10.08.19.40.00","X2015.10.08.19.50.00","X2015.10.08.20.00.00","X2015.10.08.20.10.00","X2015.10.08.20.20.00","X2015.10.08.20.30.00","X2015.10.08.20.40.00","X2015.10.08.20.50.00","X2015.10.08.21.00.00","X2015.10.08.21.10.00","X2015.10.08.21.20.00","X2015.10.08.21.30.00","X2015.10.08.21.40.00","X2015.10.08.21.50.00","X2015.10.08.22.00.00","X2015.10.08.22.10.00","X2015.10.08.22.20.00","X2015.10.08.22.30.00","X2015.10.08.22.40.00","X2015.10.08.22.50.00","X2015.10.08.23.00.00","X2015.10.08.23.10.00","X2015.10.08.23.20.00","X2015.10.08.23.30.00","X2015.10.08.23.40.00","X2015.10.08.23.50.00","X2015.10.09.00.00.00"
"146",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,1,1,1,2,4,4,4,4,0,2,2,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,1,1,0,0,4,1,0,3,0,2,1,2,0,0,1,0,2,0,2,0,0,7,2,1,1,0,2,5,0,2,0,3,0,2,3,3,0,2,0,1,1,0,0,0,1,0,2,1,0,2,0,0,0,1,0,0,2,0,0,1,0,0
"147",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,2,3,0,0,2,3,6,5,2,2,3,1,2,1,1,2,5,1,2,1,2,0,0,1,0,0,1,1,6,3,1,0,1,1,1,0,1,2,1,1,1,2,5,0,0,1,0,0,2,2,1,1,2,2,4,1,0,2,2,4,5,1,3,3,1,9,3,10,11,1,6,3,4,4,4,8,0,2,2,0,2,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"150",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,3,2,0,3,2,1,2,4,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,1,1,0,2,3,1,2,0,0,0,0,2,1,1,2,2,0,2,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"151",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,2,5,1,0,1,7,2,4,4,5,1,2,4,2,1,2,2,2,2,1,3,3,1,3,0,1,1,3,3,5,3,3,1,5,2,1,6,1,7,6,4,5,1,3,6,3,2,0,1,3,4,3,8,5,1,2,7,3,3,6,6,6,6,3,5,2,5,5,8,7,8,5,13,2,2,3,3,1,3,2,0,2,0,1,0,2,1,2,1,1,1,0,1,0,1,1,0
"152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,2,1,0,1,0,3,1,1,1,1,0,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,1,2,2,1,1,3,0,5,2,3,2,2,5,0,1,1,2,1,1,4,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"157",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,3,1,1,0,1,3,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"160",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,2,0,0,2,1,1,1,0,1,0,0,0,1,0,1,2,0,2,0,1,6,3,3,1,0,1,1,4,1,1,1,3,0,3,0,1,0,2,0,2,0,1,0,0,2,1,2,0,1,1,0,0,0,0,0,0,1,1,0
"161",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,2,1,1,2,3,1,6,0,0,1,3,2,2,2,0,3,1,1,2,1,1,4,0,4,1,3,1,1,3,0,2,3,6,2,5,1,3,1,3,5,5,2,0,1,1,2,3,2,5,3,3,1,5,6,6,7,0,5,2,1,0,3,4,2,1,4,1,2,3,4,0,6,3,3,3,2,3,3,6,6,2,2,1,3,1,0,1,2,0,0,1,1
"164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,1,0,1,1,1,0,2,1,4,4,4,2,1,0,1,0,1,0,0,0,1,1,2,2,1,1,0,1,0,2,3,1,2,1,1,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,2,0,0,1,1,5,4,6,5,7,2,1,2,3,8,3,2,1,0,1,3,0,2,1,0,0,1,2,1,2,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
"167",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,3,0,3,3,1,4,3,6,6,4,4,3,5,3,1,2,1,4,3,0,0,1,0,0,1,0,0,3,1,0,3,1,1,1,3,0,1,2,3,0,1,3,6,0,5,3,3,0,4,1,0,0,0,3,2,3,1,1,2,4,5,12,4,7,2,10,2,6,1,0,1,0,0,4,1,0,0,1,1,2,0,0,1,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"168",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,3,4,2,2,4,3,5,1,2,2,4,7,6,2,1,3,2,3,1,1,1,2,1,2,4,3,4,4,2,2,0,1,1,3,3,4,4,4,2,0,4,2,0,6,0,0,0,1,1,1,1,5,1,4,7,3,3,2,4,6,4,7,5,4,12,8,10,6,8,6,4,2,0,4,1,5,2,1,3,0,1,1,0,3,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0
"174",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,4,4,4,4,5,6,4,7,6,4,5,0,0,0,1,0,0,1,1,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,2,1,0,1,0,2,1,2,1,2,0,0,2,0,2,4,2,0,0,1,1,2,1,0,1,3,3,1,4,1,2,2,2,4,1,1,0,1,4,1,2,0,2,0,3,0,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,3,1,1,3,1,5,1,0,0,1,3,0,2,0,2,1,1,0,0,1,0,1,0,2,1,0,2,3,1,0,3,1,1,0,0,3,0,5,0,1,2,3,0,1,2,3,1,1,4,4,0,0,2,3,5,8,5,1,0,2,1,1,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,1,2,3,1,2,2,2,0,2,3,1,3,3,1,4,1,0,0,1,0,3,0,1,1,1,0,2,1,3,1,0,0,0,0,0,2,1,0,2,1,1,2,1,0,1,3,1,0,2,1,1,4,2,1,1,2,4,3,6,4,4,3,6,1,2,3,0,1,2,3,2,5,1,3,2,1,1,0,0,1,0,0,1,0,3,0,2,0,0,3,0,0,0,0,0,0,0
"216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5,1,1,1,0,0,2,3,0,2,1,0,2,0,0,0,0,1,2,0,0,1,3,0,3,1,0,0,1,2,1,3,2,0,0,0,3,0,1,1,2,0,0,0,0,2,1,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"223",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,2,1,1,0,2,2,1,3,6,2,3,6,2,3,1,2,0,2,1,2,0,0,1,0,2,0,0,1,2,4,2,3,0,2,1,0,2,0,1,2,1,1,0,0,1,2,5,2,4,3,2,1,1,0,1,2,1,2,0,1,0,1,2,1,5,1,3,6,1,0,0,2,0,1,2,3,2,3,5,0,1,5,2,2,3,1,0,2,1,3,0,0,1,0,2,1,1,1,4
"224",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,3,3,0,1,0,2,1,0,1,0,0,1,0,0,0,3,0,0,2,0,0,0,2,1,1,0,1,1,0,1,3,1,3,1,3,1,0,0,0,0,1,0,2,2,0,1,2,1,0,2,1,1,3,3,3,2,4,1,3,0,4,1,3,4,2,1,1,1,2,0,0,3,1,3,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3,0
"225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,3,0,1,1,2,0,1,0,0,2,0,0,0,5,1,2,2,0,1,0,0,0,1,2,0,1,0,0,1,0,0,1,4,3,1,0,0,2,0,1,0,0,1,2,1,6,1,4,4,10,3,5,2,3,3,5,4,3,2,0,1,1,0,2,0,2,1,0,0,0,0,0,0,4,1,0,0,1,1,1,0,0,0,0,0
"228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,1,1,0,1,1,0,1,2,2,1,0,1,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,4,0,0,3,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,4,1,1,6,4,3,0,1,3,4,4,9,11,2,7,1,5,1,2,1,1,0,0,2,0,1,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,2,1,1,0,1,2,0,0,1,0,4,0,1,0,0,2,2,2,1,1,0,2,0,3,1,1,3,1,4,0,2,3,1,2,2,1,1,0,1,3,1,2,3,2,1,3,0,1,0,1,3,0,3,0,1,2,3,5,2,2,0,4,2,2,2,8,5,2,1,2,2,2,7,1,6,1,2,0,1,0,2,5,0,0,3,4,0,0,2,0,1,2,2,0,1,1,0,1,1,0
"232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,1,3,0,1,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
